Dst Port,Fwd Seg Size Min,Init Fwd Win Byts,Flow Pkts/s,Flow IAT Mean,Fwd IAT Max,Fwd Pkts/s,Fwd IAT Tot,Flow IAT Std,Bwd Seg Size Avg,Label
80,32,26883,1.3385071095,853829.714285714,972597.0,0.6692535547,974275.0,1864920.30219048,243.0,DoS attacks-GoldenEye
80,32,26883,1.3338206225,856829.714285714,988274.0,0.6669103112,995445.0,1864605.96629259,165.5,DoS attacks-GoldenEye
80,32,26883,1.5889851549,719237.142857143,30729.0,0.7944925775,32565.0,1888595.7978683,243.0,DoS attacks-GoldenEye
80,32,26883,1.5896652682,718929.428571429,29630.0,0.7948326341,30640.0,1888628.48000896,243.0,DoS attacks-GoldenEye
80,32,26883,1.5889289784,719262.571428571,28688.0,0.7944644892,33195.0,1888380.48309893,243.0,DoS attacks-GoldenEye
80,32,26883,1.3334175609,857088.714285714,993603.0,0.6667087804,994846.0,1866007.56933359,165.5,DoS attacks-GoldenEye
80,32,26883,1.3336716414,856925.428571429,993196.0,0.6668358207,994261.0,1865820.69193165,165.5,DoS attacks-GoldenEye
80,32,26883,1.33370855,856901.714285714,993143.0,0.666854275,994642.0,1865583.14964113,243.0,DoS attacks-GoldenEye
80,32,26883,1.3339171444,856767.714285714,993544.0,0.6669585722,994264.0,1865437.49509319,243.0,DoS attacks-GoldenEye
80,32,26883,1.3340646231,856673.0,993664.0,0.6670323115,994198.0,1865237.35548687,165.5,DoS attacks-GoldenEye
80,32,26883,1.3342281557,856568.0,994078.0,0.6671140778,994451.0,1864889.19061616,243.0,DoS attacks-GoldenEye
80,32,26883,1.333841527,856816.285714286,993935.0,0.6669207635,996956.0,1864391.72376021,165.5,DoS attacks-GoldenEye
80,32,26883,1.3342628698,856545.714285714,994235.0,0.6671314349,995513.0,1864369.61412875,243.0,DoS attacks-GoldenEye
80,32,26883,1.3340737443,856667.142857143,995843.0,0.6670368721,996467.0,1864400.27424902,243.0,DoS attacks-GoldenEye
80,32,26883,1.3331793511,857241.857142857,994613.0,0.6665896756,995888.0,1866040.44349432,243.0,DoS attacks-GoldenEye
80,32,26883,1.3333595561,857126.0,994462.0,0.666679778,995214.0,1866027.58610602,243.0,DoS attacks-GoldenEye
80,32,26883,1.3333317778,857143.857142857,994882.0,0.6666658889,996029.0,1865744.95726447,165.5,DoS attacks-GoldenEye
80,32,26883,1.333079826,857305.857142857,995327.0,0.666539913,996330.0,1866071.0764372,243.0,DoS attacks-GoldenEye
80,32,26883,1.3332795577,857177.428571429,995115.0,0.6666397789,995931.0,1865899.16175481,243.0,DoS attacks-GoldenEye
80,32,26883,1.3332362293,857205.285714286,995500.0,0.6666181146,996873.0,1865579.60372147,165.5,DoS attacks-GoldenEye
80,32,26883,1.3315468413,858292.857142857,1002024.0,0.6657734207,1003360.0,1866073.57163666,243.0,DoS attacks-GoldenEye
80,32,26883,1.331875152,858081.285714286,1001695.0,0.665937576,1002318.0,1865971.49621475,243.0,DoS attacks-GoldenEye
80,32,26883,1.3317288221,858175.571428571,1002204.0,0.665864411,1003684.0,1865651.8294939,165.5,DoS attacks-GoldenEye
80,32,26883,1.3318259284,858113.0,1002118.0,0.6659129642,1003818.0,1865420.80251838,243.0,DoS attacks-GoldenEye
80,32,26883,1.3320334907,857979.285714286,1002453.0,0.6660167453,1003407.0,1865289.33836342,243.0,DoS attacks-GoldenEye
80,32,26883,1.3320709741,857955.142857143,1002740.0,0.666035487,1003769.0,1865092.45094566,243.0,DoS attacks-GoldenEye
80,32,26883,1.3322894845,857814.428571429,1002726.0,0.6661447423,1003703.0,1864754.41739977,243.0,DoS attacks-GoldenEye
80,32,26883,1.3323493933,857775.857142857,1003056.0,0.6661746967,1003957.0,1864573.2486439,243.0,DoS attacks-GoldenEye
80,32,26883,1.3322233692,857857.0,1004135.0,0.6661116846,1004750.0,1864523.55024226,243.0,DoS attacks-GoldenEye
80,32,26883,1.3313762103,858402.857142857,1003053.0,0.6656881052,1003993.0,1866178.31428505,243.0,DoS attacks-GoldenEye
80,32,26883,1.3312709727,858470.714285714,1003270.0,0.6656354864,1005144.0,1865860.15741237,165.5,DoS attacks-GoldenEye
80,32,26883,1.3316268535,858241.285714286,1003526.0,0.6658134268,1004061.0,1865775.40025916,243.0,DoS attacks-GoldenEye
80,32,26883,1.3314579748,858350.142857143,1003866.0,0.6657289874,1005411.0,1865480.21545297,243.0,DoS attacks-GoldenEye
80,32,26883,1.3317221715,858179.857142857,1004084.0,0.6658610857,1004747.0,1865359.49424344,243.0,DoS attacks-GoldenEye
80,32,26883,1.3317598591,858155.571428572,1004496.0,0.6658799295,1005189.0,1865130.74598376,243.0,DoS attacks-GoldenEye
80,32,26883,1.3319026479,858063.571428571,1005085.0,0.665951324,1006081.0,1864548.90575038,243.0,DoS attacks-GoldenEye
80,32,26883,1.3307379508,858814.571428571,1005373.0,0.6653689754,1006852.0,1866178.50882848,243.0,DoS attacks-GoldenEye
80,32,26883,1.1405678602,1002007.14285714,2010014.0,0.5702839301,2011804.0,1916294.54960343,165.5,DoS attacks-GoldenEye
80,32,26883,1.1399078755,1002587.28571429,2010632.0,0.5699539377,2013186.0,1917222.88736545,243.0,DoS attacks-GoldenEye
80,32,26883,1.1402307029,1002303.42857143,2011409.0,0.5701153514,2012137.0,1917126.18816401,165.5,DoS attacks-GoldenEye
80,32,26883,1.1402992887,1002243.14285714,2012073.0,0.5701496443,2012524.0,1916923.64906695,165.5,DoS attacks-GoldenEye
80,32,26883,1.1397263147,1002747.0,2016039.0,0.5698631573,2016628.0,1917053.67845174,243.0,DoS attacks-GoldenEye
80,32,26883,1.1395410783,1002910.0,2016456.0,0.5697705392,2018360.0,1916762.98783079,243.0,DoS attacks-GoldenEye
80,32,26883,1.1397531067,1002723.42857143,2017233.0,0.5698765533,2018115.0,1916562.27329063,243.0,DoS attacks-GoldenEye
80,32,26883,1.1392324308,1003181.71428571,2018252.0,0.5696162154,2019202.0,1917381.91724321,165.5,DoS attacks-GoldenEye
80,32,26883,1.13919009,1003219.0,2017852.0,0.569595045,2018726.0,1917612.67571574,243.0,DoS attacks-GoldenEye
80,32,26883,1.1388586103,1003511.0,2020982.0,0.5694293051,2021378.0,1917719.11051654,243.0,DoS attacks-GoldenEye
80,32,26883,1.1387243867,1003629.28571429,2021394.0,0.5693621934,2022901.0,1917410.08615082,165.5,DoS attacks-GoldenEye
80,32,26883,1.1387529147,1003604.14285714,2021571.0,0.5693764573,2023231.0,1917242.32702393,243.0,DoS attacks-GoldenEye
80,32,26883,1.1381657861,1004121.85714286,2023989.0,0.569082893,2024729.0,1918277.23665119,243.0,DoS attacks-GoldenEye
80,32,26883,1.1382682955,1004031.42857143,2024683.0,0.5691341478,2025375.0,1917899.15799579,165.5,DoS attacks-GoldenEye
80,32,26883,1.1379187381,1004339.85714286,2025665.0,0.568959369,2026172.0,1918471.0948305,243.0,DoS attacks-GoldenEye
80,32,26883,1.1378162916,1004430.28571429,2026513.0,0.5689081458,2028009.0,1918047.38295171,165.5,DoS attacks-GoldenEye
80,32,26883,0.7709014312,1441314.11111111,4922390.0,0.4625408587,7969217.0,2111922.48691207,243.0,DoS attacks-GoldenEye
80,32,26883,0.7708314898,1441444.88888889,4922658.0,0.4624988939,7970809.0,2111850.63346106,165.5,DoS attacks-GoldenEye
80,32,26883,0.7709095731,1441298.88888889,4922579.0,0.4625457438,7969881.0,2111738.83206562,165.5,DoS attacks-GoldenEye
80,32,26883,0.7709493933,1441224.44444444,4922511.0,0.462569636,7969533.0,2111650.77937955,243.0,DoS attacks-GoldenEye
80,32,26883,0.77091825,1441282.66666667,4922440.0,0.46255095,7970334.0,2111530.81681668,243.0,DoS attacks-GoldenEye
80,32,26883,0.7709246092,1441270.77777778,4922016.0,0.4625547655,7970429.0,2111354.90207448,243.0,DoS attacks-GoldenEye
80,32,26883,0.8061431331,1417685.14285714,4921248.0,0.4030715666,4923038.0,2420555.13093253,243.0,DoS attacks-GoldenEye
80,32,26883,0.8060425788,1417862.0,4920600.0,0.4030212894,4924533.0,2420128.30408397,243.0,DoS attacks-GoldenEye
80,32,26883,0.8061627108,1417650.71428571,4920473.0,0.4030813554,4923303.0,2420147.67551787,243.0,DoS attacks-GoldenEye
80,32,26883,0.8056940006,1418475.42857143,4919974.0,0.4028470003,4924442.0,2421013.91326064,243.0,DoS attacks-GoldenEye
80,32,26883,0.8058348081,1418227.57142857,4919862.0,0.402917404,4923013.0,2421031.8105579,243.0,DoS attacks-GoldenEye
80,32,26883,0.8056573257,1418540.0,4920149.0,0.4028286629,4925580.0,2420761.55128946,243.0,DoS attacks-GoldenEye
80,32,26883,0.8057820503,1418320.42857143,4920314.0,0.4028910251,4924286.0,2420895.03916601,243.0,DoS attacks-GoldenEye
80,32,26883,0.8058954476,1418120.85714286,4920736.0,0.4029477238,4923437.0,2421002.13769646,243.0,DoS attacks-GoldenEye
80,32,26883,0.8059138766,1418088.42857143,4920930.0,0.4029569383,4923452.0,2421003.24519023,243.0,DoS attacks-GoldenEye
80,32,26883,0.805860459,1418182.42857143,4921234.0,0.4029302295,4924456.0,2420919.82284763,243.0,DoS attacks-GoldenEye
80,32,26883,0.8059264608,1418066.28571429,4921502.0,0.4029632304,4923903.0,2421003.75933563,243.0,DoS attacks-GoldenEye
80,32,26883,0.8060425788,1417862.0,4921789.0,0.4030212894,4922857.0,2421106.52211119,165.5,DoS attacks-GoldenEye
80,32,26883,0.8060316964,1417881.14285714,4922051.0,0.4030158482,4923256.0,2421087.24160368,243.0,DoS attacks-GoldenEye
80,32,26883,0.8060941524,1417771.28571429,4922330.0,0.4030470762,4922820.0,2421132.98285209,243.0,DoS attacks-GoldenEye
80,32,26883,0.8061100725,1417743.28571429,4922348.0,0.4030550363,4923253.0,2420950.46756666,243.0,DoS attacks-GoldenEye
80,32,26883,0.8061073108,1417748.14285714,4922447.0,0.4030536554,4923683.0,2420838.2800202,243.0,DoS attacks-GoldenEye
80,32,26883,0.8056919721,1418479.0,4922565.0,0.402845986,4924465.0,2421888.94357799,243.0,DoS attacks-GoldenEye
80,32,26883,0.8057931694,1418300.85714286,4921722.0,0.4028965847,4923625.0,2421581.90244927,243.0,DoS attacks-GoldenEye
80,32,26883,0.8058081848,1418274.42857143,4921697.0,0.4029040924,4923721.0,2421495.39472223,243.0,DoS attacks-GoldenEye
80,32,26883,0.8057192369,1418431.0,4920449.0,0.4028596184,4925195.0,2420833.98006224,165.5,DoS attacks-GoldenEye
80,32,26883,0.8057556739,1418366.85714286,4919467.0,0.402877837,4925305.0,2420345.86653385,243.0,DoS attacks-GoldenEye
80,32,26883,0.8059660833,1417996.57142857,4919556.0,0.4029830417,4922952.0,2420556.92226946,243.0,DoS attacks-GoldenEye
80,32,26883,0.8059927983,1417949.57142857,4919661.0,0.4029963991,4922988.0,2420493.44069364,243.0,DoS attacks-GoldenEye
80,32,26883,0.8061185202,1417728.42857143,4919697.0,0.4030592601,4921926.0,2420492.89680724,243.0,DoS attacks-GoldenEye
80,32,26883,0.8062936866,1417420.42857143,4919964.0,0.4031468433,4920515.0,2420534.70386503,243.0,DoS attacks-GoldenEye
80,32,26883,0.8063129466,1417386.57142857,4920359.0,0.4031564733,4921055.0,2420428.49069807,243.0,DoS attacks-GoldenEye
80,32,26883,0.8062512692,1417495.0,4920006.0,0.4031256346,4920806.0,2420555.186941,165.5,DoS attacks-GoldenEye
80,32,26883,0.8063458613,1417328.71428571,4920619.0,0.4031729306,4921128.0,2420388.80480594,165.5,DoS attacks-GoldenEye
80,32,26883,0.8062785719,1417447.0,4920289.0,0.4031392859,4921177.0,2420462.06366877,165.5,DoS attacks-GoldenEye
80,32,26883,0.8059598312,1418007.57142857,4921099.0,0.4029799156,4921942.0,2421433.25675352,243.0,DoS attacks-GoldenEye
80,32,26883,0.805807779,1418275.14285714,4924221.0,0.4029038895,4924818.0,2421963.69888034,243.0,DoS attacks-GoldenEye
80,32,26883,0.8972046803,1273797.57142857,3914152.0,0.4486023402,3915467.0,2197406.20249548,243.0,DoS attacks-GoldenEye
80,32,26883,0.8059321441,1418056.28571429,4921098.0,0.4029660721,4921920.0,2421529.40743742,165.5,DoS attacks-GoldenEye
80,32,26883,0.897350908,1273590.0,3914126.0,0.448675454,3914906.0,2197188.62108817,243.0,DoS attacks-GoldenEye
80,32,26883,0.9068063068,1240617.75,3914401.0,0.5037812815,4923150.0,2036776.80825779,243.0,DoS attacks-GoldenEye
80,32,26883,0.9068455047,1240564.125,3913953.0,0.5038030581,4921085.0,2037221.19685919,165.5,DoS attacks-GoldenEye
80,32,26883,0.906864785,1240537.75,3914227.0,0.5038137695,4921545.0,2037039.56992598,243.0,DoS attacks-GoldenEye
80,32,26883,0.805892525,1418126.0,4920887.0,0.4029462625,4921875.0,2421596.96875368,165.5,DoS attacks-GoldenEye
80,32,26883,0.8973750658,1273555.71428571,3914101.0,0.4486875329,3914776.0,2197176.90878384,243.0,DoS attacks-GoldenEye
80,32,26883,0.8971512532,1273873.42857143,3914236.0,0.4485756266,3916506.0,2197183.35302677,165.5,DoS attacks-GoldenEye
80,32,26883,0.8972573087,1273722.85714286,3914226.0,0.4486286544,3915081.0,2197430.56880769,165.5,DoS attacks-GoldenEye
80,32,26883,0.9068147126,1240606.25,3914125.0,0.5037859514,4922207.0,2036994.15943161,165.5,DoS attacks-GoldenEye
80,32,26883,0.8972169564,1273780.14285714,3914462.0,0.4486084782,3914882.0,2197685.30307362,165.5,DoS attacks-GoldenEye
80,32,26883,0.8057568101,1418364.85714286,4921203.0,0.4028784051,4921752.0,2422147.28741059,243.0,DoS attacks-GoldenEye
80,32,26883,0.8973368165,1273610.0,3915126.0,0.4486684082,3915503.0,2197244.63692978,243.0,DoS attacks-GoldenEye
80,32,26883,0.8971306286,1273902.71428571,3914090.0,0.4485653143,3915230.0,2197671.82681193,243.0,DoS attacks-GoldenEye
80,32,26883,0.8971529636,1273871.0,3914346.0,0.4485764818,3914720.0,2197889.7568003,243.0,DoS attacks-GoldenEye
80,32,26883,0.8972596233,1273719.57142857,3913607.0,0.4486298117,3914084.0,2197619.69708181,243.0,DoS attacks-GoldenEye
80,32,26883,0.8971843551,1273826.42857143,3913601.0,0.4485921776,3915069.0,2197452.23936933,243.0,DoS attacks-GoldenEye
80,32,26883,0.8969700911,1274130.71428571,3913990.0,0.4484850455,3914493.0,2198386.9744868,165.5,DoS attacks-GoldenEye
80,32,26883,1.5884891721,719461.714285714,31277.0,0.794244586,32732.0,1889117.80064388,243.0,DoS attacks-GoldenEye
80,32,26883,1.5894700786,719017.714285714,29428.0,0.7947350393,29938.0,1889171.49412626,243.0,DoS attacks-GoldenEye
80,32,26883,1.5896731652,718925.857142857,28981.0,0.7948365826,29560.0,1889094.16343675,243.0,DoS attacks-GoldenEye
80,32,26883,1.5905574964,718526.142857143,27497.0,0.7952787482,28083.0,1888684.6684606,243.0,DoS attacks-GoldenEye
80,32,26883,1.5908045136,718414.571428572,27016.0,0.7954022568,27602.0,1888600.92833045,165.5,DoS attacks-GoldenEye
80,32,26883,1.5902296292,718674.285714286,28553.0,0.7951148146,31274.0,1887667.75832072,243.0,DoS attacks-GoldenEye
80,32,26883,1.5910794539,718290.428571429,27337.0,0.795539727,28706.0,1887782.84015101,243.0,DoS attacks-GoldenEye
80,32,26883,1.5915520418,718077.142857143,26648.0,0.7957760209,27405.0,1887791.75778434,243.0,DoS attacks-GoldenEye
80,32,26883,1.5916099871,718051.0,26377.0,0.7958049936,27249.0,1887791.22213766,243.0,DoS attacks-GoldenEye
80,32,26883,1.5902656658,718658.0,28012.0,0.7951328329,28618.0,1888798.64828626,165.5,DoS attacks-GoldenEye
80,32,26883,1.5870789554,720101.0,32657.0,0.7935394777,36687.0,1889067.45630633,165.5,DoS attacks-GoldenEye
80,32,26883,1.5898838868,718830.571428571,28418.0,0.7949419434,29497.0,1888867.8610583,165.5,DoS attacks-GoldenEye
80,32,26883,0.8967802562,1274400.42857143,3914273.0,0.4483901281,3915690.0,2198546.92012034,165.5,DoS attacks-GoldenEye
80,32,26883,1.5902887428,718647.571428572,25585.0,0.7951443714,26421.0,1889733.71324515,243.0,DoS attacks-GoldenEye
80,32,26883,1.5903554484,718617.428571429,25479.0,0.7951777242,26327.0,1889695.63849542,243.0,DoS attacks-GoldenEye
80,32,26883,1.5906058817,718504.285714286,24721.0,0.7953029408,25584.0,1889723.16211844,243.0,DoS attacks-GoldenEye
80,32,26883,1.5907083544,718458.0,24074.0,0.7953541772,25351.0,1889702.77166825,243.0,DoS attacks-GoldenEye
80,32,26883,1.5909370679,718354.714285714,24394.0,0.7954685339,25102.0,1889539.92534221,243.0,DoS attacks-GoldenEye
80,32,26883,1.5911516059,718257.857142857,25096.0,0.795575803,25866.0,1888945.47716183,243.0,DoS attacks-GoldenEye
80,32,26883,1.5912123706,718230.428571429,25140.0,0.7956061853,26022.0,1888803.99764453,243.0,DoS attacks-GoldenEye
80,32,26883,1.5914823863,718108.571428571,24361.0,0.7957411931,25157.0,1888862.33521238,165.5,DoS attacks-GoldenEye
80,32,26883,1.5915542582,718076.142857143,24208.0,0.7957771291,24914.0,1888883.87048555,243.0,DoS attacks-GoldenEye
80,32,26883,1.5895414531,718985.428571429,30196.0,0.7947707265,31359.0,1888459.88060905,243.0,DoS attacks-GoldenEye
80,32,26883,1.5917528103,717986.571428571,24018.0,0.7958764052,24347.0,1888897.02024275,243.0,DoS attacks-GoldenEye
80,32,26883,1.5918947089,717922.571428571,23883.0,0.7959473545,24211.0,1888788.7870203,243.0,DoS attacks-GoldenEye
80,32,26883,1.5919900612,717879.571428571,23475.0,0.7959950306,24217.0,1888671.5923374,243.0,DoS attacks-GoldenEye
80,32,26883,1.592047088,717853.857142857,23694.0,0.796023544,24440.0,1888505.46721814,243.0,DoS attacks-GoldenEye
80,32,26883,1.5922679469,717754.285714286,24770.0,0.7961339734,25102.0,1887950.05281008,243.0,DoS attacks-GoldenEye
80,32,26883,1.5907788911,718426.142857143,24491.0,0.7953894455,25194.0,1889686.426714,165.5,DoS attacks-GoldenEye
80,32,26883,1.590820963,718407.142857143,24095.0,0.7954104815,25043.0,1889702.46272806,243.0,DoS attacks-GoldenEye
80,32,26883,1.5911107823,718276.285714286,23720.0,0.7955553911,24109.0,1889768.09559257,243.0,DoS attacks-GoldenEye
80,32,26883,1.591215852,718228.857142857,23027.0,0.795607926,23756.0,1889797.73857102,165.5,DoS attacks-GoldenEye
80,32,26883,1.5912655434,718206.428571429,23162.0,0.7956327717,23887.0,1889681.01184132,243.0,DoS attacks-GoldenEye
80,32,26883,1.5920724345,717842.428571429,23328.0,0.7960362173,23670.0,1888812.48787131,243.0,DoS attacks-GoldenEye
80,32,26883,1.5914722551,718113.142857143,22822.0,0.7957361275,23708.0,1889512.77142675,243.0,DoS attacks-GoldenEye
80,32,26883,1.5921348538,717814.285714286,23100.0,0.7960674269,23428.0,1888844.93687065,165.5,DoS attacks-GoldenEye
80,32,26883,1.5926080689,717601.0,22337.0,0.7963040345,22711.0,1888596.75050949,243.0,DoS attacks-GoldenEye
80,32,26883,1.5914960003,718102.428571429,22652.0,0.7957480001,23228.0,1889695.96951175,243.0,DoS attacks-GoldenEye
80,32,26883,1.59220013,717784.857142857,22817.0,0.796100065,23170.0,1888881.0066058,165.5,DoS attacks-GoldenEye
80,32,26883,1.5923772899,717705.0,22295.0,0.796188645,23009.0,1888740.41366674,243.0,DoS attacks-GoldenEye
